epoch,train_loss,train_accuracy,train_f1,val_loss,patient_accuracy,patient_precision,patient_recall,patient_f1_score,patient_auc,patient_probabilities,patient_sids,patient_labels,inner_mean_auc,hp_batch_size,hp_learning_rate,hp_max_grad_norm,hp_model_type,hp_num_epochs,hp_num_workers,hp_sequence_length,outer_fold
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.6882768351622303, 0.6899612985476099, 0.6822098993291759, 0.684967330007842, 0.6794822143785881, 0.6778370208210416, 0.6830739734148739, 0.6732815973686449, 0.6684120309473288, 0.6685295207331879]","[np.float64(0.5252525252525253), np.float64(0.5252525252525253), np.float64(0.5252525252525253), np.float64(0.5656565656565656), np.float64(0.6060606060606061), np.float64(0.6262626262626263), np.float64(0.6060606060606061), np.float64(0.6262626262626263), np.float64(0.6666666666666666), np.float64(0.6666666666666666)]","[0.6887417218543046, 0.6887417218543046, 0.6887417218543046, 0.6993006993006993, 0.7194244604316546, 0.7338129496402878, 0.7153284671532847, 0.7338129496402878, 0.736, 0.7272727272727273]","[0.6997725367546082, 0.7009121179580688, 0.7015217542648315, 0.7028319239616394, 0.6974808573722839, 0.6973773837089539, 0.7063597440719604, 0.704079270362854, 0.7173277139663696, 0.708916425704956]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3333333333333333, 0.5, 0.5]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666]","[0.4444444444444444, 0.4444444444444445, 0.22222222222222224, 0.22222222222222224, 0.6666666666666667, 0.6666666666666667, 0.4444444444444445, 0.6666666666666667, 0.6666666666666667, 0.5555555555555556]","[[0.5570910573005676, 0.5572829842567444, 0.5572059750556946, 0.5572633147239685, 0.557227373123169, 0.5572191476821899], [0.5612457394599915, 0.5616751909255981, 0.5615929961204529, 0.561664342880249, 0.5617005825042725, 0.5616851449012756], [0.5627182126045227, 0.5627802014350891, 0.5629463195800781, 0.5628713369369507, 0.5643061995506287, 0.5636930465698242], [0.5620952844619751, 0.5624199509620667, 0.5627873539924622, 0.563664436340332, 0.5664035081863403, 0.5637857913970947], [0.5303345322608948, 0.5336227416992188, 0.5282602906227112, 0.5281397104263306, 0.5494987368583679, 0.5364526510238647], [0.5286852717399597, 0.5260477662086487, 0.5178636312484741, 0.5156913995742798, 0.5534506440162659, 0.5253069996833801], [0.5571039915084839, 0.5587660074234009, 0.5570048093795776, 0.5622708797454834, 0.5752906799316406, 0.5630262494087219], [0.4955935776233673, 0.49343881011009216, 0.4798981845378876, 0.48249340057373047, 0.5483899712562561, 0.4922739565372467], [0.41319236159324646, 0.4186550974845886, 0.3997274339199066, 0.4001375436782837, 0.4767981767654419, 0.41469934582710266], [0.5365615487098694, 0.5490017533302307, 0.5347234010696411, 0.5446335077285767, 0.5879277586936951, 0.5527007579803467]]","[['MG0238', 'TX0110', 'UM0052', 'TX0067', 'CU0057', 'UM0037'], ['MG0238', 'TX0110', 'UM0052', 'TX0067', 'CU0057', 'UM0037'], ['MG0238', 'TX0110', 'UM0052', 'TX0067', 'CU0057', 'UM0037'], ['MG0238', 'TX0110', 'UM0052', 'TX0067', 'CU0057', 'UM0037'], ['MG0238', 'TX0110', 'UM0052', 'TX0067', 'CU0057', 'UM0037'], ['MG0238', 'TX0110', 'UM0052', 'TX0067', 'CU0057', 'UM0037'], ['MG0238', 'TX0110', 'UM0052', 'TX0067', 'CU0057', 'UM0037'], ['MG0238', 'TX0110', 'UM0052', 'TX0067', 'CU0057', 'UM0037'], ['MG0238', 'TX0110', 'UM0052', 'TX0067', 'CU0057', 'UM0037'], ['MG0238', 'TX0110', 'UM0052', 'TX0067', 'CU0057', 'UM0037']]","[[1.0, 1.0, 0.0, 0.0, 0.0, 1.0], [1.0, 1.0, 0.0, 0.0, 0.0, 1.0], [1.0, 1.0, 0.0, 0.0, 0.0, 1.0], [1.0, 1.0, 0.0, 0.0, 0.0, 1.0], [1.0, 1.0, 0.0, 0.0, 0.0, 1.0], [1.0, 1.0, 0.0, 0.0, 0.0, 1.0], [1.0, 1.0, 0.0, 0.0, 0.0, 1.0], [1.0, 1.0, 0.0, 0.0, 0.0, 1.0], [1.0, 1.0, 0.0, 0.0, 0.0, 1.0], [1.0, 1.0, 0.0, 0.0, 0.0, 1.0]]",0.6396666666666666,16,0.0005,5.0,CNNGRUClassifier,10,6,90,1
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.7009635393065635, 0.6994869985965767, 0.6972551592672714, 0.6922171380784776, 0.6914257846697413, 0.6845410315677373, 0.6851364410284794, 0.684281653226024, 0.6807421891376225, 0.6774627668688996]","[np.float64(0.47474747474747475), np.float64(0.48484848484848486), np.float64(0.43434343434343436), np.float64(0.47474747474747475), np.float64(0.5252525252525253), np.float64(0.5959595959595959), np.float64(0.6161616161616161), np.float64(0.6363636363636364), np.float64(0.6363636363636364), np.float64(0.6363636363636364)]","[0.0, 0.03773584905660377, 0.0, 0.13333333333333333, 0.22950819672131148, 0.5, 0.6041666666666666, 0.6727272727272727, 0.6785714285714286, 0.71875]","[0.6953352689743042, 0.6937967538833618, 0.6943051218986511, 0.6949715614318848, 0.6970175504684448, 0.694368839263916, 0.6966292262077332, 0.7006001472473145, 0.6962380409240723, 0.7014569044113159]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.6666666666666666, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 0.5555555555555556, 0.4444444444444445, 0.33333333333333337, 0.4444444444444445, 0.22222222222222224, 0.33333333333333337, 0.4444444444444445, 0.33333333333333337]","[[0.4601265788078308, 0.45888054370880127, 0.45863422751426697, 0.4592873454093933, 0.4598569869995117, 0.46011677384376526], [0.46862584352493286, 0.4663051664829254, 0.4667069911956787, 0.4676555097103119, 0.4682055115699768, 0.46818023920059204], [0.47145435214042664, 0.4711886942386627, 0.4677373766899109, 0.47319895029067993, 0.4721427857875824, 0.47012844681739807], [0.4745335280895233, 0.47538426518440247, 0.46904346346855164, 0.4786634147167206, 0.4756733477115631, 0.4714895486831665], [0.4798809587955475, 0.48313191533088684, 0.4749680459499359, 0.4873915910720825, 0.48131200671195984, 0.4751419425010681], [0.505303680896759, 0.5083163380622864, 0.4987766444683075, 0.516278862953186, 0.5092044472694397, 0.5056847333908081], [0.4883992075920105, 0.49148356914520264, 0.4809671640396118, 0.49592646956443787, 0.49083468317985535, 0.4797806143760681], [0.528899610042572, 0.5402089953422546, 0.5190393924713135, 0.5483944416046143, 0.5369367599487305, 0.5268337726593018], [0.5216631889343262, 0.5275962352752686, 0.504888117313385, 0.5408456921577454, 0.5288236737251282, 0.5177136063575745], [0.5301482677459717, 0.5404452681541443, 0.5135990381240845, 0.5543954968452454, 0.5383460521697998, 0.5229097008705139]]","[['TX0195', 'MG0021', 'UM0107', 'MG0069', 'TX0086', 'TX0090'], ['TX0195', 'MG0021', 'UM0107', 'MG0069', 'TX0086', 'TX0090'], ['TX0195', 'MG0021', 'UM0107', 'MG0069', 'TX0086', 'TX0090'], ['TX0195', 'MG0021', 'UM0107', 'MG0069', 'TX0086', 'TX0090'], ['TX0195', 'MG0021', 'UM0107', 'MG0069', 'TX0086', 'TX0090'], ['TX0195', 'MG0021', 'UM0107', 'MG0069', 'TX0086', 'TX0090'], ['TX0195', 'MG0021', 'UM0107', 'MG0069', 'TX0086', 'TX0090'], ['TX0195', 'MG0021', 'UM0107', 'MG0069', 'TX0086', 'TX0090'], ['TX0195', 'MG0021', 'UM0107', 'MG0069', 'TX0086', 'TX0090'], ['TX0195', 'MG0021', 'UM0107', 'MG0069', 'TX0086', 'TX0090']]","[[1.0, 0.0, 0.0, 0.0, 1.0, 1.0], [1.0, 0.0, 0.0, 0.0, 1.0, 1.0], [1.0, 0.0, 0.0, 0.0, 1.0, 1.0], [1.0, 0.0, 0.0, 0.0, 1.0, 1.0], [1.0, 0.0, 0.0, 0.0, 1.0, 1.0], [1.0, 0.0, 0.0, 0.0, 1.0, 1.0], [1.0, 0.0, 0.0, 0.0, 1.0, 1.0], [1.0, 0.0, 0.0, 0.0, 1.0, 1.0], [1.0, 0.0, 0.0, 0.0, 1.0, 1.0], [1.0, 0.0, 0.0, 0.0, 1.0, 1.0]]",0.6853333333333333,16,0.0005,5.0,CNNGRUClassifier,10,6,90,2
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.6982627643479241, 0.691826693337373, 0.6905492971641849, 0.6861776703535908, 0.6851144246380738, 0.6830887433254358, 0.6815329760012, 0.6812807339610476, 0.6800740662247243, 0.6789812752694795]","[np.float64(0.5252525252525253), np.float64(0.5252525252525253), np.float64(0.5252525252525253), np.float64(0.5252525252525253), np.float64(0.5252525252525253), np.float64(0.5252525252525253), np.float64(0.5353535353535354), np.float64(0.5555555555555556), np.float64(0.5656565656565656), np.float64(0.5757575757575758)]","[0.6887417218543046, 0.6887417218543046, 0.6887417218543046, 0.6887417218543046, 0.6887417218543046, 0.6887417218543046, 0.6933333333333334, 0.6986301369863014, 0.6993006993006993, 0.7083333333333334]","[0.7067276239395142, 0.705647349357605, 0.701732337474823, 0.6993354558944702, 0.6936740875244141, 0.6945532560348511, 0.6857354640960693, 0.6866933703422546, 0.6765052676200867, 0.6812052130699158]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0.7777777777777778, 0.5555555555555556, 0.888888888888889, 0.5555555555555556, 0.7777777777777778, 0.6666666666666667, 1.0, 1.0, 1.0, 0.888888888888889]","[[0.5820698738098145, 0.5820281505584717, 0.5820205807685852, 0.5821329355239868, 0.5819397568702698, 0.5820798277854919], [0.5787356495857239, 0.5789778828620911, 0.578665554523468, 0.579210102558136, 0.5787835717201233, 0.5789207220077515], [0.5678951740264893, 0.5675681233406067, 0.5677438974380493, 0.5692811012268066, 0.5677223801612854, 0.5684605240821838], [0.5572345852851868, 0.5581144094467163, 0.5568851828575134, 0.5598235130310059, 0.5570850372314453, 0.5572812557220459], [0.5451033711433411, 0.5445749759674072, 0.5433531999588013, 0.5517088770866394, 0.5424661040306091, 0.5481533408164978], [0.5438625812530518, 0.545279324054718, 0.542341411113739, 0.5503890514373779, 0.5402075052261353, 0.544266402721405], [0.5205803513526917, 0.5210714936256409, 0.5238542556762695, 0.5365453362464905, 0.5222368240356445, 0.52980637550354], [0.5226744413375854, 0.5253795981407166, 0.5282291769981384, 0.5415655374526978, 0.5251546502113342, 0.5277771353721619], [0.505277693271637, 0.5056015849113464, 0.5124409794807434, 0.536665678024292, 0.5093383193016052, 0.5231385827064514], [0.5042818784713745, 0.5075873732566833, 0.5071572661399841, 0.5313255190849304, 0.5002464652061462, 0.5106400847434998]]","[['TX0136', 'TX0182', 'MG0243', 'CU0046', 'MG0270', 'MG0076'], ['TX0136', 'TX0182', 'MG0243', 'CU0046', 'MG0270', 'MG0076'], ['TX0136', 'TX0182', 'MG0243', 'CU0046', 'MG0270', 'MG0076'], ['TX0136', 'TX0182', 'MG0243', 'CU0046', 'MG0270', 'MG0076'], ['TX0136', 'TX0182', 'MG0243', 'CU0046', 'MG0270', 'MG0076'], ['TX0136', 'TX0182', 'MG0243', 'CU0046', 'MG0270', 'MG0076'], ['TX0136', 'TX0182', 'MG0243', 'CU0046', 'MG0270', 'MG0076'], ['TX0136', 'TX0182', 'MG0243', 'CU0046', 'MG0270', 'MG0076'], ['TX0136', 'TX0182', 'MG0243', 'CU0046', 'MG0270', 'MG0076'], ['TX0136', 'TX0182', 'MG0243', 'CU0046', 'MG0270', 'MG0076']]","[[0.0, 0.0, 1.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 1.0, 0.0, 1.0]]",0.6468333333333334,16,0.0005,5.0,CNNGRUClassifier,10,6,90,3
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.6921654253294973, 0.6964205352946965, 0.6940009238744023, 0.6881153764146747, 0.6925622549923983, 0.6849526347536029, 0.687702087440876, 0.6885523705771475, 0.6830410162607828, 0.6778579468678947]","[np.float64(0.5757575757575758), np.float64(0.48484848484848486), np.float64(0.5151515151515151), np.float64(0.5151515151515151), np.float64(0.5252525252525253), np.float64(0.5353535353535354), np.float64(0.5353535353535354), np.float64(0.5252525252525253), np.float64(0.5656565656565656), np.float64(0.6363636363636364)]","[0.6956521739130435, 0.6165413533834586, 0.6571428571428571, 0.6619718309859155, 0.6758620689655173, 0.6805555555555556, 0.6805555555555556, 0.6802721088435374, 0.6993006993006993, 0.7428571428571429]","[0.693169355392456, 0.6929610967636108, 0.692950963973999, 0.6930959224700928, 0.6929183006286621, 0.6944408416748047, 0.6924241781234741, 0.6927251219749451, 0.6922075748443604, 0.6907552480697632]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0.6666666666666667, 0.5555555555555556, 0.7777777777777779, 0.6666666666666667, 0.7777777777777779, 0.33333333333333337, 0.7777777777777779, 0.6666666666666667, 0.6666666666666667, 0.6666666666666667]","[[0.506644070148468, 0.5065770745277405, 0.5067017078399658, 0.50660240650177, 0.5064234733581543, 0.5065054297447205], [0.5056298971176147, 0.5056086778640747, 0.5058894753456116, 0.5061082243919373, 0.5049821138381958, 0.5057238936424255], [0.5097049474716187, 0.5093273520469666, 0.509779691696167, 0.5099703669548035, 0.5088306665420532, 0.5092639327049255], [0.5132022500038147, 0.5134974718093872, 0.5141595602035522, 0.5138393044471741, 0.512663722038269, 0.5124974250793457], [0.5164692997932434, 0.5173268914222717, 0.5182220935821533, 0.5184096097946167, 0.5160207152366638, 0.515537679195404], [0.5212244987487793, 0.5217822194099426, 0.5225908756256104, 0.521932065486908, 0.5227664113044739, 0.5205986499786377], [0.5169912576675415, 0.5188896656036377, 0.5195053815841675, 0.5205697417259216, 0.5165079832077026, 0.5162854790687561], [0.5220035314559937, 0.5253719687461853, 0.5261988043785095, 0.5267282128334045, 0.5229932069778442, 0.5201866626739502], [0.5193238854408264, 0.5220251083374023, 0.5239954590797424, 0.5261316299438477, 0.5206481218338013, 0.5171869993209839], [0.5158657431602478, 0.5208206176757812, 0.522197425365448, 0.5285234451293945, 0.5183623433113098, 0.5149405002593994]]","[['TX0095', 'MG0218', 'UM0056', 'UM0119', 'TX0014', 'TX0175'], ['TX0095', 'MG0218', 'UM0056', 'UM0119', 'TX0014', 'TX0175'], ['TX0095', 'MG0218', 'UM0056', 'UM0119', 'TX0014', 'TX0175'], ['TX0095', 'MG0218', 'UM0056', 'UM0119', 'TX0014', 'TX0175'], ['TX0095', 'MG0218', 'UM0056', 'UM0119', 'TX0014', 'TX0175'], ['TX0095', 'MG0218', 'UM0056', 'UM0119', 'TX0014', 'TX0175'], ['TX0095', 'MG0218', 'UM0056', 'UM0119', 'TX0014', 'TX0175'], ['TX0095', 'MG0218', 'UM0056', 'UM0119', 'TX0014', 'TX0175'], ['TX0095', 'MG0218', 'UM0056', 'UM0119', 'TX0014', 'TX0175'], ['TX0095', 'MG0218', 'UM0056', 'UM0119', 'TX0014', 'TX0175']]","[[1.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 1.0, 0.0, 1.0, 0.0, 0.0]]",0.5971666666666667,16,0.0005,5.0,CNNGRUClassifier,10,6,90,4
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.7074178956975841, 0.7029758378712818, 0.6983698064630682, 0.7004523626481644, 0.6952236210457002, 0.6872838001058559, 0.6862501664595171, 0.6797199207122879, 0.6701414952374468, 0.6784497318845807]","[np.float64(0.47474747474747475), np.float64(0.47474747474747475), np.float64(0.494949494949495), np.float64(0.4444444444444444), np.float64(0.46464646464646464), np.float64(0.5858585858585859), np.float64(0.6060606060606061), np.float64(0.6767676767676768), np.float64(0.7777777777777778), np.float64(0.6060606060606061)]","[0.0, 0.0, 0.07407407407407407, 0.03508771929824561, 0.13114754098360656, 0.5494505494505495, 0.6060606060606061, 0.6981132075471698, 0.8035714285714286, 0.6722689075630253]","[0.703635573387146, 0.6991734504699707, 0.6962282657623291, 0.6963911056518555, 0.6952010989189148, 0.6954459547996521, 0.6960210204124451, 0.69712895154953, 0.6969205141067505, 0.6963052749633789]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.5, 0.4, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.5714285714285714, 0.5, 0.4, 0.5714285714285714]","[0.5555555555555556, 0.33333333333333337, 0.33333333333333337, 0.22222222222222224, 0.33333333333333337, 0.33333333333333337, 0.33333333333333337, 0.33333333333333337, 0.4444444444444445, 0.33333333333333337]","[[0.4276161789894104, 0.4279196262359619, 0.42782703042030334, 0.4272643029689789, 0.4277132451534271, 0.42690324783325195], [0.4470670223236084, 0.44683924317359924, 0.4465128183364868, 0.4454785883426666, 0.44649600982666016, 0.44522789120674133], [0.46442896127700806, 0.4639407992362976, 0.46293699741363525, 0.46149158477783203, 0.4636446237564087, 0.46062496304512024], [0.47861289978027344, 0.4760962724685669, 0.4716455340385437, 0.47418367862701416, 0.4750049412250519, 0.4719257056713104], [0.4906507134437561, 0.489105761051178, 0.4826970100402832, 0.4872862696647644, 0.4856376051902771, 0.4807814955711365], [0.5026484131813049, 0.5023363828659058, 0.490560382604599, 0.5006933808326721, 0.49699291586875916, 0.48994603753089905], [0.5078259706497192, 0.5012897253036499, 0.48998305201530457, 0.5063804388046265, 0.5005810856819153, 0.4962303936481476], [0.5225949883460999, 0.5120381712913513, 0.49823644757270813, 0.5208604335784912, 0.5094936490058899, 0.5046911239624023], [0.5130056142807007, 0.4960577189922333, 0.48380133509635925, 0.5062171816825867, 0.49916988611221313, 0.49086764454841614], [0.5237080454826355, 0.5110282301902771, 0.48894771933555603, 0.5233465433120728, 0.5094966888427734, 0.49505874514579773]]","[['CU0112', 'TX0101', 'UM0103', 'MG0209', 'TX0115', 'MG0246'], ['CU0112', 'TX0101', 'UM0103', 'MG0209', 'TX0115', 'MG0246'], ['CU0112', 'TX0101', 'UM0103', 'MG0209', 'TX0115', 'MG0246'], ['CU0112', 'TX0101', 'UM0103', 'MG0209', 'TX0115', 'MG0246'], ['CU0112', 'TX0101', 'UM0103', 'MG0209', 'TX0115', 'MG0246'], ['CU0112', 'TX0101', 'UM0103', 'MG0209', 'TX0115', 'MG0246'], ['CU0112', 'TX0101', 'UM0103', 'MG0209', 'TX0115', 'MG0246'], ['CU0112', 'TX0101', 'UM0103', 'MG0209', 'TX0115', 'MG0246'], ['CU0112', 'TX0101', 'UM0103', 'MG0209', 'TX0115', 'MG0246'], ['CU0112', 'TX0101', 'UM0103', 'MG0209', 'TX0115', 'MG0246']]","[[0.0, 0.0, 1.0, 1.0, 1.0, 0.0], [0.0, 0.0, 1.0, 1.0, 1.0, 0.0], [0.0, 0.0, 1.0, 1.0, 1.0, 0.0], [0.0, 0.0, 1.0, 1.0, 1.0, 0.0], [0.0, 0.0, 1.0, 1.0, 1.0, 0.0], [0.0, 0.0, 1.0, 1.0, 1.0, 0.0], [0.0, 0.0, 1.0, 1.0, 1.0, 0.0], [0.0, 0.0, 1.0, 1.0, 1.0, 0.0], [0.0, 0.0, 1.0, 1.0, 1.0, 0.0], [0.0, 0.0, 1.0, 1.0, 1.0, 0.0]]",0.6435000000000001,16,0.0005,5.0,CNNGRUClassifier,10,6,90,5
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.691468358039856, 0.6996939563751221, 0.692442798614502, 0.6882533073425293, 0.6825724792480469, 0.6874319577217102, 0.6883766031265259, 0.6809545087814332, 0.6796689009666443, 0.6790683937072753]","[np.float64(0.53), np.float64(0.53), np.float64(0.53), np.float64(0.53), np.float64(0.54), np.float64(0.53), np.float64(0.53), np.float64(0.54), np.float64(0.54), np.float64(0.53)]","[0.6928104575163399, 0.6928104575163399, 0.6928104575163399, 0.6928104575163399, 0.6973684210526315, 0.6928104575163399, 0.6928104575163399, 0.6973684210526315, 0.6973684210526315, 0.6928104575163399]","[0.7324668169021606, 0.7348686456680298, 0.7333118319511414, 0.7296512126922607, 0.7261262536048889, 0.7241331934928894, 0.715765118598938, 0.71494060754776, 0.7139249444007874, 0.7150031924247742]","[0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337, 0.33333333333333337, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[[0.571597695350647, 0.5718053579330444, 0.5716455578804016, 0.5717567205429077, 0.5716869831085205], [0.5745367407798767, 0.5755873918533325, 0.5749432444572449, 0.5752777457237244, 0.5752714276313782], [0.5710852146148682, 0.5738153457641602, 0.5719309449195862, 0.5734789967536926, 0.5732983946800232], [0.5634220838546753, 0.5699225664138794, 0.5655300617218018, 0.569181501865387, 0.5691465139389038], [0.5556107759475708, 0.5669387578964233, 0.5600524544715881, 0.5654603838920593, 0.5658040046691895], [0.55215984582901, 0.5646849870681763, 0.5580516457557678, 0.5639369487762451, 0.5641756057739258], [0.5296438932418823, 0.5581626296043396, 0.5417137145996094, 0.5539036393165588, 0.5557098388671875], [0.5238564610481262, 0.5615844130516052, 0.5385774970054626, 0.5537834167480469, 0.558609664440155], [0.5137309432029724, 0.5638636946678162, 0.5338714122772217, 0.5563240647315979, 0.5606995820999146], [0.5189242959022522, 0.569439172744751, 0.5387020111083984, 0.5580672025680542, 0.5681166648864746]]","[['UM0074', 'CU0066', 'TX0193', 'CU0126', 'CU0090'], ['UM0074', 'CU0066', 'TX0193', 'CU0126', 'CU0090'], ['UM0074', 'CU0066', 'TX0193', 'CU0126', 'CU0090'], ['UM0074', 'CU0066', 'TX0193', 'CU0126', 'CU0090'], ['UM0074', 'CU0066', 'TX0193', 'CU0126', 'CU0090'], ['UM0074', 'CU0066', 'TX0193', 'CU0126', 'CU0090'], ['UM0074', 'CU0066', 'TX0193', 'CU0126', 'CU0090'], ['UM0074', 'CU0066', 'TX0193', 'CU0126', 'CU0090'], ['UM0074', 'CU0066', 'TX0193', 'CU0126', 'CU0090'], ['UM0074', 'CU0066', 'TX0193', 'CU0126', 'CU0090']]","[[0.0, 0.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 1.0]]",0.6965000000000001,16,0.0005,5.0,CNNGRUClassifier,10,6,90,6
